epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,505.099,1.03261,3.49674,1.09927,0.72967,0.19315,0.25656,0.19521,1.02976,2.88426,1.02119,0.00030027,0.00030027,0.00030027
2,926.301,1.07114,2.4224,1.09426,0.57706,0.34815,0.35464,0.24826,1.1044,2.10545,1.09015,0.000543547,0.000543547,0.000543547
